"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Dixon County, NE"	"31051"	Suppressed	41904	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dodge County, NE"	"31053"	Suppressed	256287	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, NE"	"31055"	189	3582185	5.3	4.5	6.0	0.4	5.4	4.6	6.1	0.4	0.1%
	"Dundy County, NE"	"31057"	Suppressed	14036	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Fillmore County, NE"	"31059"	Suppressed	41403	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NE"	"31061"	Suppressed	22532	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Frontier County, NE"	"31063"	Suppressed	19517	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Furnas County, NE"	"31065"	Suppressed	34561	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gage County, NE"	"31067"	Suppressed	156804	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Garden County, NE"	"31069"	Suppressed	14259	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Garfield County, NE"	"31071"	Suppressed	14079	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gosper County, NE"	"31073"	Suppressed	14328	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Grant County, NE"	"31075"	Suppressed	4482	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Greeley County, NE"	"31077"	Suppressed	17681	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hall County, NE"	"31079"	Suppressed	404111	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hamilton County, NE"	"31081"	Suppressed	63874	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Harlan County, NE"	"31083"	Suppressed	24124	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hayes County, NE"	"31085"	Suppressed	6824	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hitchcock County, NE"	"31087"	Suppressed	20372	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Holt County, NE"	"31089"	Suppressed	73189	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hooker County, NE"	"31091"	Suppressed	5142	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Howard County, NE"	"31093"	Suppressed	44191	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jefferson County, NE"	"31095"	Suppressed	53608	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Johnson County, NE"	"31097"	Suppressed	36390	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kearney County, NE"	"31099"	Suppressed	45830	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Keith County, NE"	"31101"	Suppressed	58303	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Keya Paha County, NE"	"31103"	Suppressed	5846	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kimball County, NE"	"31105"	Suppressed	26627	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Knox County, NE"	"31107"	Suppressed	60965	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lancaster County, NE"	"31109"	38	1979614	1.9	1.4	2.6	0.3	2.0	1.4	2.8	0.3	0.0%
	"Lincoln County, NE"	"31111"	Suppressed	253094	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Logan County, NE"	"31113"	Suppressed	5265	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Loup County, NE"	"31115"	Suppressed	4374	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"McPherson County, NE"	"31117"	Suppressed	3758	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NE"	"31119"	Suppressed	243479	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Merrick County, NE"	"31121"	Suppressed	54426	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Morrill County, NE"	"31123"	Suppressed	35239	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Nance County, NE"	"31125"	Suppressed	26237	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Nemaha County, NE"	"31127"	Suppressed	50671	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Nuckolls County, NE"	"31129"	Suppressed	31833	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Otoe County, NE"	"31131"	Suppressed	110215	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pawnee County, NE"	"31133"	Suppressed	19329	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Perkins County, NE"	"31135"	Suppressed	20796	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Phelps County, NE"	"31137"	Suppressed	64557	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pierce County, NE"	"31139"	Suppressed	50924	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Platte County, NE"	"31141"	Suppressed	223563	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Polk County, NE"	"31143"	Suppressed	37715	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Red Willow County, NE"	"31145"	Suppressed	77361	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Richardson County, NE"	"31147"	Suppressed	58916	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rock County, NE"	"31149"	Suppressed	10603	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Saline County, NE"	"31151"	Suppressed	99372	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sarpy County, NE"	"31153"	29	1088447	2.7	1.8	3.8	0.5	2.6	1.8	3.8	0.5	0.0%
	"Saunders County, NE"	"31155"	Suppressed	144325	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Scotts Bluff County, NE"	"31157"	Suppressed	256752	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Seward County, NE"	"31159"	Suppressed	116721	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheridan County, NE"	"31161"	Suppressed	38419	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sherman County, NE"	"31163"	Suppressed	21922	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sioux County, NE"	"31165"	Suppressed	9459	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Stanton County, NE"	"31167"	Suppressed	43286	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Thayer County, NE"	"31169"	Suppressed	36605	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Thomas County, NE"	"31171"	Suppressed	4681	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Thurston County, NE"	"31173"	Suppressed	48525	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Valley County, NE"	"31175"	Suppressed	29857	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washington County, NE"	"31177"	Suppressed	141265	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Wayne County, NE"	"31179"	Suppressed	66912	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Webster County, NE"	"31181"	Suppressed	26576	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Wheeler County, NE"	"31183"	Suppressed	5744	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"York County, NE"	"31185"	Suppressed	96915	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Churchill County, NV"	"32001"	25	173808	14.4	9.3	21.2	2.9	15.8	10.1	23.5	3.2	0.0%
	"Clark County, NV"	"32003"	2126	13445350	15.8	15.1	16.5	0.3	15.5	14.8	16.1	0.3	1.5%
	"Douglas County, NV"	"32005"	32	329135	9.7	6.7	13.7	1.7	9.5	6.3	13.7	1.8	0.0%
	"Elko County, NV"	"32007"	25	339135	7.4	4.8	10.9	1.5	7.1	4.6	10.4	1.4	0.0%
	"Esmeralda County, NV"	"32009"	Suppressed	5671	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Eureka County, NV"	"32011"	Suppressed	12933	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Humboldt County, NV"	"32013"	14	113637	Unreliable	6.7	20.7	3.3	Unreliable	6.6	20.4	3.3	0.0%
	"Lander County, NV"	"32015"	Suppressed	39484	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lincoln County, NV"	"32017"	Suppressed	36001	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lyon County, NV"	"32019"	35	360705	9.7	6.8	13.5	1.6	9.6	6.6	13.4	1.7	0.0%
	"Mineral County, NV"	"32021"	10	33312	Unreliable	14.4	55.2	9.5	Unreliable	14.9	68.2	12.0	0.0%
	"Nye County, NV"	"32023"	72	305882	23.5	18.4	29.6	2.8	28.0	21.6	35.8	3.5	0.1%
	"Pershing County, NV"	"32027"	Suppressed	47000	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Storey County, NV"	"32029"	Suppressed	27918	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Washoe County, NV"	"32031"	484	2918717	16.6	15.1	18.1	0.8	15.9	14.4	17.3	0.7	0.3%
	"White Pine County, NV"	"32033"	12	68939	Unreliable	9.0	30.4	5.0	Unreliable	9.3	31.6	5.3	0.0%
	"Carson City, NV"	"32510"	52	387202	13.4	10.0	17.6	1.9	13.8	10.2	18.2	1.9	0.0%
	"Belknap County, NH"	"33001"	51	421262	12.1	9.0	15.9	1.7	13.2	9.7	17.4	1.9	0.0%
	"Carroll County, NH"	"33003"	39	334052	11.7	8.3	16.0	1.9	12.5	8.6	17.4	2.1	0.0%
	"Cheshire County, NH"	"33005"	48	541063	8.9	6.5	11.8	1.3	9.7	7.1	13.0	1.4	0.0%
	"Coos County, NH"	"33007"	25	232116	10.8	7.0	15.9	2.2	12.3	7.9	18.2	2.5	0.0%
	"Grafton County, NH"	"33009"	35	619893	5.6	3.9	7.9	1.0	6.0	4.1	8.4	1.0	0.0%
	"Hillsborough County, NH"	"33011"	283	2802055	10.1	8.9	11.3	0.6	10.0	8.8	11.1	0.6	0.2%
	"Merrimack County, NH"	"33013"	79	1027311	7.7	6.1	9.6	0.9	7.5	5.9	9.4	0.9	0.1%
	"Rockingham County, NH"	"33015"	205	2067079	9.9	8.6	11.3	0.7	9.8	8.4	11.1	0.7	0.1%
	"Strafford County, NH"	"33017"	80	858711	9.3	7.4	11.6	1.0	8.9	7.0	11.1	1.0	0.1%
	"Sullivan County, NH"	"33019"	27	304777	8.9	5.8	12.9	1.7	8.6	5.6	12.7	1.7	0.0%
	"Atlantic County, NJ"	"34001"	162	1915434	8.5	7.2	9.8	0.7	8.4	7.1	9.8	0.7	0.1%
	"Bergen County, NJ"	"34003"	224	6310878	3.5	3.1	4.0	0.2	3.6	3.1	4.1	0.2	0.2%
	"Burlington County, NJ"	"34005"	72	3139801	2.3	1.8	2.9	0.3	2.3	1.8	2.9	0.3	0.1%
	"Camden County, NJ"	"34007"	31	3594699	0.9	0.6	1.2	0.2	0.9	0.6	1.2	0.2	0.0%
	"Cape May County, NJ"	"34009"	62	681339	9.1	7.0	11.7	1.2	10.3	7.8	13.4	1.4	0.0%
	"Cumberland County, NJ"	"34011"	53	1091907	4.9	3.6	6.3	0.7	4.8	3.6	6.2	0.7	0.0%
	"Essex County, NJ"	"34013"	296	5476981	5.4	4.8	6.0	0.3	5.3	4.7	5.9	0.3	0.2%
	"Gloucester County, NJ"	"34015"	20	2004513	1.0	0.6	1.5	0.2	1.0	0.6	1.6	0.2	0.0%
	"Hudson County, NJ"	"34017"	183	4403111	4.2	3.6	4.8	0.3	4.0	3.4	4.6	0.3	0.1%
	"Hunterdon County, NJ"	"34019"	19	897353	Unreliable	1.3	3.3	0.5	Unreliable	1.4	3.8	0.6	0.0%
	"Mercer County, NJ"	"34021"	106	2557314	4.1	3.4	4.9	0.4	4.1	3.3	4.9	0.4	0.1%
	"Middlesex County, NJ"	"34023"	280	5630538	5.0	4.4	5.6	0.3	4.9	4.3	5.5	0.3	0.2%
	"Monmouth County, NJ"	"34025"	279	4400379	6.3	5.6	7.1	0.4	6.6	5.8	7.4	0.4	0.2%
	"Morris County, NJ"	"34027"	139	3441614	4.0	3.4	4.7	0.3	4.5	3.7	5.2	0.4	0.1%
	"Ocean County, NJ"	"34029"	137	4005672	3.4	2.8	4.0	0.3	4.0	3.3	4.7	0.3	0.1%
	"Passaic County, NJ"	"34031"	157	3485279	4.5	3.8	5.2	0.4	4.5	3.8	5.2	0.4	0.1%
	"Salem County, NJ"	"34033"	Suppressed	461611	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Somerset County, NJ"	"34035"	68	2248585	3.0	2.3	3.8	0.4	3.0	2.3	3.8	0.4	0.0%
	"Sussex County, NJ"	"34037"	59	1045964	5.6	4.3	7.3	0.7	6.2	4.7	8.0	0.8	0.0%
	"Union County, NJ"	"34039"	140	3730044	3.8	3.1	4.4	0.3	3.7	3.1	4.3	0.3	0.1%
	"Warren County, NJ"	"34041"	35	760879	4.6	3.2	6.4	0.8	4.8	3.3	6.7	0.8	0.0%
	"Bernalillo County, NM"	"35001"	772	4576760	16.9	15.7	18.1	0.6	16.6	15.4	17.8	0.6	0.5%
	"Catron County, NM"	"35003"	Suppressed	25647	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Chaves County, NM"	"35005"	46	452880	10.2	7.4	13.5	1.5	10.8	7.8	14.5	1.6	0.0%
	"Cibola County, NM"	"35006"	11	190851	Unreliable	2.9	10.3	1.7	Unreliable	2.7	9.7	1.6	0.0%
	"Colfax County, NM"	"35007"	10	96023	Unreliable	5.0	19.2	3.3	Unreliable	4.6	19.2	3.4	0.0%
	"Curry County, NM"	"35009"	11	333636	Unreliable	1.6	5.9	1.0	Unreliable	1.8	6.6	1.1	0.0%
	"DeBaca County, NM"	"35011"	Suppressed	13885	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dona Ana County, NM"	"35013"	121	1435086	8.4	6.9	9.9	0.8	9.2	7.5	10.8	0.8	0.1%
	"Eddy County, NM"	"35015"	46	371833	12.4	9.1	16.5	1.8	13.2	9.6	17.7	2.0	0.0%
	"Grant County, NM"	"35017"	25	207412	12.1	7.8	17.8	2.4	13.5	8.5	20.2	2.8	0.0%
	"Guadalupe County, NM"	"35019"	Suppressed	32707	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Harding County, NM"	"35021"	Suppressed	4977	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hidalgo County, NM"	"35023"	Suppressed	34516	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lea County, NM"	"35025"	31	444307	7.0	4.7	9.9	1.3	7.5	5.1	10.7	1.4	0.0%
	"Lincoln County, NM"	"35027"	18	143269	Unreliable	7.4	19.9	3.0	Unreliable	8.4	23.9	3.7	0.0%
	"Los Alamos County, NM"	"35028"	11	126755	Unreliable	4.3	15.5	2.6	Unreliable	4.9	18.8	3.2	0.0%
	"Luna County, NM"	"35029"	11	176542	Unreliable	3.1	11.1	1.9	Unreliable	3.6	13.8	2.3	0.0%
	"McKinley County, NM"	"35031"	23	499688	4.6	2.9	6.9	1.0	5.1	3.2	7.7	1.1	0.0%
	"Mora County, NM"	"35033"	Suppressed	34083	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Otero County, NM"	"35035"	48	445167	10.8	8.0	14.3	1.6	11.3	8.3	15.1	1.7	0.0%
	"Quay County, NM"	"35037"	10	62766	Unreliable	7.6	29.3	5.0	Unreliable	7.4	30.6	5.4	0.0%
	"Rio Arriba County, NM"	"35039"	90	281644	32.0	25.7	39.3	3.4	35.2	28.2	43.4	3.8	0.1%
	"Roosevelt County, NM"	"35041"	Suppressed	137522	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sandoval County, NM"	"35043"	83	890393	9.3	7.4	11.6	1.0	9.6	7.6	11.9	1.1	0.1%
	"San Juan County, NM"	"35045"	60	894214	6.7	5.1	8.6	0.9	6.8	5.2	8.8	0.9	0.0%
	"San Miguel County, NM"	"35047"	32	204802	15.6	10.7	22.1	2.8	15.3	10.3	21.8	2.8	0.0%
	"Santa Fe County, NM"	"35049"	142	1000098	14.2	11.9	16.5	1.2	14.8	12.3	17.2	1.3	0.1%
	"Sierra County, NM"	"35051"	12	83489	Unreliable	7.4	25.1	4.1	Unreliable	5.0	20.7	3.6	0.0%
	"Socorro County, NM"	"35053"	17	125311	Unreliable	7.9	21.7	3.3	Unreliable	7.9	22.5	3.5	0.0%
	"Taos County, NM"	"35055"	31	228547	13.6	9.2	19.3	2.4	14.1	9.4	20.4	2.7	0.0%
	"Torrance County, NM"	"35057"	16	114707	Unreliable	8.0	22.7	3.5	Unreliable	8.2	24.2	3.8	0.0%
	"Union County, NM"	"35059"	Suppressed	30812	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Valencia County, NM"	"35061"	76	526283	14.4	11.4	18.1	1.7	15.3	12.0	19.2	1.8	0.1%
	"Albany County, NY"	"36001"	116	2129551	5.4	4.5	6.4	0.5	5.5	4.5	6.5	0.5	0.1%
	"Allegany County, NY"	"36003"	21	342665	6.1	3.8	9.4	1.3	6.9	4.2	10.6	1.5	0.0%
	"Bronx County, NY"	"36005"	692	9627552	7.2	6.7	7.7	0.3	7.4	6.9	8.0	0.3	0.5%
	"Broome County, NY"	"36007"	58	1401437	4.1	3.1	5.4	0.5	4.3	3.2	5.6	0.6	0.0%
	"Cattaraugus County, NY"	"36009"	13	563257	Unreliable	1.2	3.9	0.6	Unreliable	1.3	4.4	0.7	0.0%
	"Cayuga County, NY"	"36011"	28	561491	5.0	3.3	7.2	0.9	5.0	3.3	7.2	1.0	0.0%
	"Chautauqua County, NY"	"36013"	42	944359	4.4	3.2	6.0	0.7	4.8	3.4	6.5	0.8	0.0%
	"Chemung County, NY"	"36015"	45	621299	7.2	5.3	9.7	1.1	7.3	5.3	9.8	1.1	0.0%
	"Chenango County, NY"	"36017"	12	355347	Unreliable	1.7	5.9	1.0	Unreliable	1.7	5.9	1.0	0.0%
	"Clinton County, NY"	"36019"	33	575511	5.7	3.9	8.1	1.0	5.3	3.6	7.5	0.9	0.0%
	"Columbia County, NY"	"36021"	25	441278	5.7	3.7	8.4	1.1	6.0	3.8	8.9	1.2	0.0%
	"Cortland County, NY"	"36023"	14	346141	Unreliable	2.2	6.8	1.1	Unreliable	2.3	7.5	1.2	0.0%
	"Delaware County, NY"	"36025"	19	336081	Unreliable	3.4	8.8	1.3	Unreliable	3.9	10.6	1.6	0.0%
	"Dutchess County, NY"	"36027"	196	2075994	9.4	8.1	10.8	0.7	9.5	8.1	10.8	0.7	0.1%
	"Erie County, NY"	"36029"	354	6443510	5.5	4.9	6.1	0.3	5.6	5.0	6.2	0.3	0.2%
	"Essex County, NY"	"36031"	Suppressed	275288	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NY"	"36033"	13	361851	Unreliable	1.9	6.1	1.0	Unreliable	1.7	5.6	0.9	0.0%
	"Fulton County, NY"	"36035"	17	387595	Unreliable	2.6	7.0	1.1	Unreliable	2.5	7.2	1.1	0.0%
	"Genesee County, NY"	"36037"	24	419725	5.7	3.7	8.5	1.2	5.7	3.6	8.6	1.2	0.0%
	"Greene County, NY"	"36039"	38	344737	11.0	7.8	15.1	1.8	11.0	7.7	15.2	1.8	0.0%
	"Hamilton County, NY"	"36041"	Suppressed	34114	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Herkimer County, NY"	"36043"	23	450344	5.1	3.2	7.7	1.1	5.2	3.2	7.8	1.1	0.0%
	"Jefferson County, NY"	"36045"	45	813166	5.5	4.0	7.4	0.8	5.5	4.0	7.4	0.8	0.0%
	"Kings County, NY"	"36047"	972	17428548	5.6	5.2	5.9	0.2	5.5	5.2	5.9	0.2	0.7%
	"Lewis County, NY"	"36049"	Suppressed	189395	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Livingston County, NY"	"36051"	27	457147	5.9	3.9	8.6	1.1	6.2	4.0	9.2	1.2	0.0%
	"Madison County, NY"	"36053"	30	510184	5.9	4.0	8.4	1.1	6.4	4.3	9.3	1.2	0.0%
	"Monroe County, NY"	"36055"	298	5199764	5.7	5.1	6.4	0.3	5.8	5.1	6.4	0.3	0.2%
	"Montgomery County, NY"	"36057"	Suppressed	349550	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Nassau County, NY"	"36059"	670	9337371	7.2	6.6	7.7	0.3	7.4	6.8	7.9	0.3	0.5%
	"New York County, NY"	"36061"	591	11136937	5.3	4.9	5.7	0.2	5.0	4.6	5.4	0.2	0.4%
	"Niagara County, NY"	"36063"	114	1511379	7.5	6.2	8.9	0.7	7.6	6.2	9.1	0.7	0.1%
	"Oneida County, NY"	"36065"	66	1640539	4.0	3.1	5.1	0.5	4.3	3.3	5.5	0.5	0.0%
	"Onondaga County, NY"	"36067"	178	3252155	5.5	4.7	6.3	0.4	5.5	4.7	6.3	0.4	0.1%
	"Ontario County, NY"	"36069"	23	748351	3.1	1.9	4.6	0.6	3.1	1.9	4.7	0.7	0.0%
	"Orange County, NY"	"36071"	203	2599849	7.8	6.7	8.9	0.5	7.9	6.8	9.0	0.6	0.1%
	"Orleans County, NY"	"36073"	Suppressed	301332	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oswego County, NY"	"36075"	54	855025	6.3	4.7	8.2	0.9	6.3	4.7	8.2	0.9	0.0%
	"Otsego County, NY"	"36077"	18	436672	Unreliable	2.4	6.5	1.0	Unreliable	2.7	7.4	1.1	0.0%
	"Putnam County, NY"	"36079"	39	697264	5.6	4.0	7.6	0.9	6.1	4.3	8.4	1.0	0.0%
	"Queens County, NY"	"36081"	639	15513343	4.1	3.8	4.4	0.2	3.9	3.6	4.2	0.2	0.4%
